content,score
ribet amat daftar gopaylater ✓✓✓,1
"Setelah ratusan kali belanja disini, mulai kepikiran untuk belanja ke marketplace lain. semoga kedepannya Tokopedia bisa lebih baik",2
"sangat membantu dalam belanja online, juga utk jual online. trims toped",5
aplikasi yng baik untuk berbelanja perlengkapan apa pun yang anda inginkan..,5
lancar jaya responnya,5
mantap gan,5
tidak dapat voucher ongkir makin lama makin di tinggal ke aplikasi sebelah,1
good,4
mancap,5
mudah dan sangat membantu,5
bagus,5
PESANAN SERING DIBATALKAN SISTEM KALO MAU ORDER DISINI JGN BERHARAP LEBIH DEH,1
sangat sangat memuaskan,5
bagus dan mudah aplikasinya,5
aman nyaman,5
oke banget,5
"nyesal pesan barang di Tokopedia, barangnya sudah sampe tapi tidak sesuai. pesannya panci destilasi yang nyampe penjepit kagak jelas, udah bayar mahal hampir 2jutaan. mau komplen gak bisa tunggu barangnya sampai dulu. padahal barangnya sudah ditangan. mau komplen gimana dong. balikin uang saya. saya merasa kena tipu",1
baik,5
good e commerce,5
mantap,5
pantes aplikasinya kalah sampa Shopee. banyak banget bug sama errornya,1
mantep nggk pelit diskon dan tentunya gak pelit😭,5
refund dana cepat,5
bagus dapat diandalkan belanja online,5
pengiriman cpat,5
kenapa ea suka susah dibuka aplikasinya,5
Belanja di toko pa edi..,5
keren komplain gua dibatalin padahal paket udah telat lama dan gak ada tanggu jawab dari penjual atau pihak tokopedia,1
Pembayaran pakai QRIS nya keren,5
baaaagueeeesss..........,4
"TOKPED skarang beda dengan TOKPED yg dulu, chat seller nya aja sekarang jarang yg mw bales,,,, apa lagi terkadang pesen 2 item di toko yg berbeda dengan hari yang sama, yg pesenan 1 diproses dikirimkan , pesanan yg 1 nya lagi gk tw di proses apa kagak🤦‍♂️🤦‍♂️🤦‍♂️",3
👍,5
Csnya Payah Tokonya juga pada parah..,1
"saya sebagai seller hp bekas. potongan sangat mengerikan, bukanya untung malah buntung",1
jangan di download tdk bagus,1
saya berminat untuk beli 1 unit dulu,5
goodness,5
apk nya jelek masa kita sudah bayar tapi pesanannya tidak bisa di proses,1
yayaya bagus,5
coba buatkan tempat penilaian untuk ekpedisi pengiriman nya atau kurir nya seperti di shopee,5
"Customer service yg bernama SYAIFUDDIN belum menyelesaikan masalah malah kabur dan mengakhiri chatt, seprofesional itu kerja jadi karyawan CS di tokped?",1
toko jualbeli ruet mau pengajuan komplain aja web ga keluar terus dasar toko jual beli ruet,1
"semenjak gabung sama tiktok makin gajelas, cashback bukan masuk ke saldo tokped, banyak bug mau join affliate error terus, checkout pake voucher diskon tiba tiba kena cancel sistem padahal masa waktu voucher masih 10 jam.",1
agus kopling,5
"jelek, g jelas",1
udah gak gratis ongkir ya? apa gua pindah ke oren kali yak,1
baik,5
"admin nya bukan low respon lagi , malahan no respon",1
ok sudah ada perbaikan,5
Alhamdulillah setelah di cek ternyata ada juga yang membuat kita bangga,5
"Aplikasi Tokopedia sangat mudah digunakan dan memiliki fitur yang lengkap. Saya bisa mencari produk yang saya butuhkan dengan cepat dan mudah, serta melakukan pembayaran dengan berbagai metode. Pengiriman barang juga cepat dan aman. Saya sangat puas dengan pengalaman belanja online di Tokopedia! 😊",5
baguusssssssss💯💯,5
tidak cepat tanggap,1
mantep,5
"heyy notif anda sudah mengganggu saya main among us,sampe dissconnect",1
oke bagus,5
tolong oerbaiki dong daftar afiliate aja susah bener tulisannah sever internal eror amsebulan gitu terus,1
CS robot gak guna. resi retur sudah di upload tapi dibilang resi gak valid. lebih parahnya lagi memang CS nya robot gak ada solusi,1
mantapp,5
lebih bagus shopee,1
Tokopedia ter thebest,5
Belanja pas harga puas mudah pembayarannya lewat gopay,5
memberikan solusi 😊,5
terima kasih,5
Terima kasih,5
"dulu nyaman belanja di sini, sekarang banyak Penipu berkeliaran di toko ini, 4 x belanja kena tipu, yg 2 dana nya balik, yg 2 lagi begitu kita komplain barang nya tidak sesuai trus kita return barangnya ke alamat yg dikasih oleh Penjual ternyata Alamat dan No contactnya Palsu,, pdahal syarat dana nya kembali itu harus ada konfirmasi penerimaan barang dari Penjual,, krena penjualnya ini penipu jadi tidak akan pernah konfirmasi sampai Kiamat juga, alhasil Dana tdk kembali & brangnya jg ilang",1
pengiriman lama banget saya paketnya dateng,1
"toko yang sudah tidak beroperasi harap untuk dinonaktfikan, misal dalam jangka 3 bulan toko tidak online akan otomatis nonaktif.",5
sangat menjamin dan mAntap,5
kren abis pke tokped,5
toko pedia lebih bagus dari pada shoppe,5
"makin kesini makin gak jelas, komplen gak di bantu, trs ekpedisi pengiriman tiba2 pindah terus, makin lama pesanan sampai",1
kok skrng pengirimannya pake multi kurir soalny susah dilacak dari resinya krna multi kurir klo bisa sich pengirimanny satu ekpedisi bae biar bisa dilacak dri resiny,4
Oke Baik,5
Pakai dana...juga cepat👍,5
"kenapa setiap mau pengisian pulsa/ kuota, selalu memunculkan Nomer terakhir yg diisi? anjay bgt aku sering salah gara² ini. plis deh ini sama sekali ngga berguna. justru menjebak. tolong diperbaiki.",3
mau sewa Frezer bagaimana caranya,4
lebih banyak untuk promo free ongkir nya😁,4
"toko ditutup secara tiba tiba tanpa alasan yang jelas, akun tidak bisa mengakses plus dibilang pelanggaran, pdhl tidak melakukan pelanggaran. lapor tokopedia care respon lama, tiket sudah masuk tp tidak ada respon. saya pengguna tokopedia dari lama,.. kecewa.",1
"perbelanjaan d Tokopedia,selama ini sangat memuaskan dan terpercaya,cepat respon,tangap dalam perbelanjaan selama ini,semoga makin maju dan sukseas selalu 👍💪🙏",5
"barang yg saya beli tidak saya terima, ketika komplain barang tetap dinyatakan barang terkirim padahal bukti pengiriman ke alamat saya tidak ada. Setelah komplain kurir chat ke saya dan menyatakan kalau barang memang tidak terkirim dan berjanji akan mengganti, tp sampai skrg tdk mengganti. Sangat mengecewakan perusahaan sebesar tokped tidak bisa mendeteksi kalau barang tidak terkirim ke pelanggan, dan dg mudahnya menutup case sehingga merugikan pelanggan",1
"memudahkan transaksi,hanya memainkan jari tangan barang datang sesuai pesanan",4
ok,5
bagus dan terpercaya,5
mantap,5
okok aja,5
"belanja di tokped sangat memuaskan banyak sekali promo nya, terima kasih tokped semoga makin sukses terus.",5
"LEPASKAN PENAUTAN DENGAN TIKTOK AFFILITAE, SHOWCASE SAYA HILANG !!!!",1
terimakasih toped,5
"awalnya saya mau beri bintang 4/5 tp mohon maaf, setelah pesanan saya sampai dan pilihan untuk menyelesaikan pesanan tidak ada, saya jadi ditegur penjual karena tidak segera selesaikan pesanan, apalah ada solusi untuk masalah ini ?",1
pelayanan cs tidak ada di ganti ai. tapi seperti pesan otomatis. bila pertanyaanya coba hubungkan dengan cs. pasti tidak bisa terus. dan akhirnya setiap komplenan pembeli tidak ada yang selesai,2
kebanyakan tidak bisa bayar cod aktivasi payleter susah saya nanti tambah bintang kalau sudah benar-benar mempermudah belanja online kayak toko oren,3
"terimakasih,sudah memberikan potongan harga di saat saya benar benar membutuhkan nya🙏",5
ngga ada gratis ongkir nya,1
bagus,5
"ekspedisinya parah. pesen barang dari tanggal 2 sampe sekarang belum nyampe.tiap di updatean status pelacakan pasti stuck berhari2 di satu tempat,terakhir update barang di simpan di gudang j&t dari tanggal 8 sampe sekarang masih stuck di situ terus.padalah estimasi barang sampai itu tanggal 5-9.maksudnya kalo emang gamau/gagal di kirim yaudah tinggal konfirmasi aja di batalin di kembaliin lah ini kagaada kejelasan/konfirmasi apa2 padahal udah ajukan komplain juga tapi ga ngaruh apa2",1
sangan membantu,4
lemot,1
mantap,5
ini aplikasi sering banget minta update.,3
"tidak bertanggung jawab, pembelian speaker malah d kasih casing silikon, penyelesaianya dengan retur jelas2 toko penipuan pilih retur return, barang sudah d siapkan tp tidak pernah d pickup, tokped sebagai jasa layanan malah pingpong gak jelas dan gak ad penyelesaian, customer carenya gak jelas, d arahkan ke manual retur ke gerai, yah jelas pembeli gak mw lah, penanggung jawabnya kan pihak aplikasi, knp jadi yg beli barang yg harus ngejar penipunya.",1
Secara harga yah lebih oke dari oren tapi secara ongkir gak 🗿,3
mantul pokoknya,5
puas,5
ok mantap,5
katanya the best costumer service tapi ko lama dijawabnya ? gimana nih tanggapannya ?,1
"12 Juli 2025. SELAMAT TINGGAL TOKOPEDIA. sudah tidak ada diskon, mementingkan akun baru. akun lama dilupakan tanpa promo diskon besar. cukup sampai disini saja.",1
"udah ga worth it, barang nyasar di komplain ga balik uangnya ga balik barangnya. kecewa berat.",1
mantab,5
oke,4
jelas dan terpercaya,5
belanja sambil tiduran,5
tokopedia toko.nya gak yang bener pesanan saya dari tanggal 6 juli sampe tanggal 12 juli ada datang datang masih menunggu kuriri J&T. aku datangin di kantor J&T nya belum masuk nomer seri pesanan.nya,1
Sangat berguna untuk menambah wawasan yang baik dan menguntungkan,5
bagus,5
buat toko-toko yang di tokopedia setiap apa pun beli kebanyakan barang rusak,1
"Bagaimana statusnya ini Uda 3 Minggu , Tokopedia error' apa tol olll cape minta solusinya barang mau diretur nga bisa status sedang dikirim",1
cape....minta update terus.,1
"banyak penipu di apk ini, csnya pun lambat sekali dalam penanganan..",1
good job,5
oke,5
dah males lagi blanja dimari .. Mao cancel malah tetep dikirim. pake nunggu jawaban penjual. Ga kaya disebelah masih bsa cancel. kecuali pesen dah 10 jam ga papa dah ga bsa di cancel. lah ini blom juga 10 menit dah ga bsa cancel nunggu jaawapan penjual. dah geser kesebealh aja beli nya yg warna pink. ijo dah ga asik..,1
nice app,5
sangat membantu,5
ga ada voucher gratis ongkir nya_-,2
baik,5
sangat bermanfaat produk produk yg kita butuhkan semua ada,5
toko pedia luarbiasa pengirimannya cepat barang berkualitas saya sangat puas.,5
ntaps,5
kecewa gw dah..jasa kurirnya ga konsisten😤‼️.. apes gw plening jadi gagal total,1
"komplain via X tokopediacare engga dijawab, lwt email engga di bales aplikasi robot yg jawab. makan gaji buta pada Lu!",1
aku kapok pernah ketipu belanja d toko.pedia pesan minyak goreng datang y kesing hp tolong dong d perbaiki toko2 menipu,1
kurang bagus bahan nya tipis,1
"sebagai difabel netra cukup kecewa sama UI tokped yang sekarang, terutama bagian tracking_history (lacak paket) yang gak aksesibel sama screen reader. padahal dulu kami difabel netra pake tokped karna UI nya terbaca sama screen readernya dibanding platform lain. sekarang kalo lacak paket harus minta bantuan orang biar dibacakan .",2
gabisa dibuka tolong developer perbaiki 🙏,2
bagus aplikasinya banyak promo,5
"SUMPAH GEDEG BANGET SAMA METODE JASA PENGIRIMAN TOKOPEDIA, HANDOVER ANTAR KURIR YG BIKIN PAKET GK SAMPE 2 MINGGU",1
komplen keterlambatan pengiriman ber hari hari cuma dianggap angin lalu. mengecewakan.,1
Maaf. Saya beri bintang satu sekarang.,1
"buruk belanja harga 2juta kondisi barang tidak sesuai spek & seller memblokir wa saya dan chat tidak pernah direspon , platform juga buruk pelayanan nya",1
"terpercaya,lengkap,harga lebih murah",5
Menunggu konfirmasi dan proses ke expidisinya lama.,5
mantap,5
"tokped kaga jelas, masa gua gabisa bayar di tempat(COD)",1
mantap,5
coba dulu,4
semuanya telah terlampir. kelihatannya perusahaan ini mau segera bangkrut,1
"Jadi aplikasi busuk pantes kalah sama kompetitor oren. Diskon minim dan parahnya proses di toko official lama banget gila packingnya seabad tidak sesuai jam order perhari barang masuk dikirim dihari yg sama. Belum dikirim nih ya, mau dibatalin tapi harus nunggu persetujuan udah gila prosesnya lamaaa ribet kaya birokrasi konoha!",1
mantap,5
tidak pernah bisa menyelesaikan masalah barang tidak sesuai bisa dipulangkan dan dana yg pulang selalu tidak sesuai merugikan pembeli🙏🙏🙏🙏,1
"Sebagus ini di kasih rating rendah? Ih, padahal bagus loh tokped nya. Selalu ada notifikasi dari tokped, kalau ada yang promo. Terus, tokped nya itu loh lengkap banget buat cari barang yang di sukai kita sendiri. Perlengkapan rumah, perlengkapan sekolah, dll. itu ada semua di tokped, gila sih kalau di kasih rating rendah. 𝗴𝘄 𝗽𝘂𝗻𝘆𝗮 𝘀𝗮𝘁𝘂 𝗸𝗲𝗻𝗱𝗮𝗹𝗮, 𝗱𝗶 𝗯𝗮𝗴𝗶𝗮𝗻 𝗸𝗼𝗱𝗲 𝘃𝗲𝗿𝗶𝗳𝗶𝗸𝗮𝘀𝗶",5
bagus aplikasi nya ongkir cocok kali,5
"Mau Pengajuan Pembatalan Produk yang telah Diproses (Udh kita bayar) ribet, nuntut Keputusan penjual dulu baru bisa pembatalan dan refund 100%, Tokopedia terkesan mempersulit keinginan pembeli yang mau refund hanya demi menjaga nama baik Penjual Produk yang dituju oleh Pembeli ndak seperti App sebelah yang lebih memprioritaskan Pembeli daripada Penjual produk. toh juga Tokopedia hanya menjadi Perantara antara Penjual dan Pembeli pada Media Virtual 👎👎",1
sukses,5
oke,5
saya beli barang malah kena tipu mana beli obat lagi. mau ajukan komplain ga bisa.hadeh toped padahal bukan sekali ini aku belanja,1
barang keperluan semua ada disini,5
"maaf, tokopedia sekarang sangaatt"" tidak recomend.. berulang x belanja udh di co payment di batalkan teruusss.. coba bayar tagin listrik, pakai toko pedia di gagalkan terus, dan iki coba mau top up pulsa berulang x juga gagal"" terus.. sebenarnya ini aplikasi masih jalan atau udh libur sih? 😢🙏",1
makin kesini makin ga jelas mau komplain kelewat batas aja ga bisa malah ditambah tambah Mulu waktunya,1
selama aku pakai Tokopedia gak pernah dapat 0 ongkir. gak kayak si Oren walupun di pelosok tetap dapat 0 ongkir,1
good,5
Pelayanan Toped sungguh luar biasa,4
susah masukan alamate satu aplikasi alamat jln nya susah di son.,2
"cuman di aplikasi ini beli barang expedisi bisa gonta ganti,.ndak karuan,.pengiriman pakai jne,dri tengah jadi id x, ganti lagi jne, mau sampai ganti id x lagi,.koplak, masih 1 provinsi pengiriman bisa makan waktu 1 minggu,.",1
"tolong untuk pihak tokped,jangan menggunakan expedisi idx lagi, karna paket saya dr tanggal 7 sampe sekarang belum di kirim kirim oleh kurir padahal status sudah sama kurir tersebut. sudah ke dua kalinya saya menggunakan expedisi dr tokped (idx) selalu ngaret dan harus di komplain dulu baru dikirim.",1
mudah dipahami dan praktis,5
aplikasi yg membantu untuk belanja dan membayar tagihan,5
"cepat,mudahdan aman",5
"selalu disini, tapi sekarang lelet",5
"proses retur ( pengembalian sangat rumit, memakan waktu lama, buang buang waktu ) bertele tele tidak profesional sama sekali, jasa kirim juga terkesan asal asalan, membutuhkan waktu yang lama dalam pengiriman. sangat jauh berbeda dengan e-commerce orange yang proses returnya instan dan pengiriman cepat",1
barang yg dibeli ok,5
bagus,5
bagus,5
Tokopedia sekarang ini banyak bercokol toko online penjual ponsel PENIPU. Hati-hati guys!!!,1
pelacakan pengiriman kagak jelas kadang bhs inggris kadang indo dan kagak detail sangat burik sekali,1
suka,5
keren,5
"merepotkan tidak bisa membatalkan penarikan saldo tokopedia, uninstall aja ini terakhir kali pakai tokped",1
puas,4
"percaya deh, market place ini tidak bertanggung jawab, knp? penjual abal² menipu costumer aneh nya terverifikasi sama tokped.... beli barang apa yg dtg apa, saya rugi..!! dmn rasa nyaman berbelanja dsni??? chat live cuma robot tdk ada solusi nya. uang saya hilang barang tidak sesuai dan tidak ada respon utk keluhan costumer. inti nya tidak bertanggung jawab, toko orange saya komplain barang rusak, diretur dan benar di jemput kurir, uang kembali. beda sama tokped jauh daah",1
ok,5
mantap layanan cepat banget. responya cepat.,5
yey,5
"Tokopedia jadi wadah perampokan, , pembayaran instan melalui ewalet sangat mudah saat menautkan, , tanpa verifikasi wajah terlebih dahulu, hingga aku. gopay dan Dana saya di rampok melalui aplikasi ini, , pembayaran instan tanpa verifikasi, , al hasil saldo ewalet saya yg di tautkan dengan mudahnya, pembayan instan tanpa verifikasi wajah, , menjadi kesempatan perampok2 membeli pulsa dgn menarik semua saldo ewalet, , sungguh menyakitkan",1
Aplikasi sering bug. Mengakibatkan transaksi gagal namun potongan cashback tetap berkurang,1
ok,5
tiap transaksi kok gagal mulu sih,3
"semoga ke baca, ini saran bisa pakai sea bank lah, ribet banget mau transaksi kebanyakan aplikasi apalagi kalau pindah apk sebelah.",1
"sistemnya praktis, mantap toko pedia",5
kurir di percepat lagi trs kurir di perluas lagi banyak biar pengiriman cepat dan aman seperti shopee banyak bekerja sama dengan kurir JNE yang penting cepat dan aman,5
komplainan saya masih dalam proses pengiriman kok status nya sudah selesai,1
dlu free ongkir nya selaluu 3rb sekarang 23rb,3
ok,5
ongkir mahal,1
nice,5
knp stiap saya daftar dan memasukkan kode verifikasi kedua selalu aja eror,2
belanja murah hemat dan cepat tanpa harus kekuar tumah,5
KLO murah terus q full bintang nya,3
"pihak tokopedia gak ada tindakan, udah 1 minggu paket belum juga datang gimana sih ampunn padahal sudah dibayar",1
"Pesan sameday sampai hari H ga dikirim2. Skrg mau cancel & refund,hrs tunggu confirm dr penjual. Mantap kan?? Kapok2",1
jelek,1
"waah sekarang tokopedia jadi giniii, masa saya beli token listrik masih proses juga pdhl biasanya juga cepet responnya .. 🥲🥴",1
Sangat membantu dan bermangaatt,4
suka,5
"ini gimana si tiba tiba ke refund padahal belom ada balesan dari pihak sellernya, ini sekarang malah saldonya ke tahan gabisa dipake belanja atau di withdraw, tolong dong gausah di peribet orang mau belanja. Tolong cepat di proses saldo tertahannya !!",1
sayangat bagus sekali,5
"sudah tidak enak dan nyaman untuk belanja online di tokopedia, semakin kacau aturannya, pembeli tidak bisa membatalkan pesanan yg ternyata barangnya kosong. semakin banyak toko/seler yg tidak aman terpercaya dgn trik marketing nipunya. jika kita komplain yg jawab kaleng bot. tokopedia care bot tidak memberi solusi yg aman, nyaman terpercaya untuk pembeli. pesanan tidak sampai melebihi estimasi waktu juga tidak ada pembatalan otomatis seperti dulu, tokopedia aplikasi belanja garong !!!",1
kalo pas co di event event pasti pesanan nya lama banget,2
untuk penanganan retur barang sangat sangat lama bahkan sudah terhubung ke cs nya juga lama sekali tanggapannya,2
aplikasi belanja online terburuk. gak layak dapat bintang,1
mudah,5
Sagat amat membantu,4
aplikasi nya kk sangat bagus dan bermanfaat kk semoga aplikasi nya kk lancar jaya dan selalu berkarya kk amin - amin ya robbal allah min yak allah abis cerita alias abis cerito titik gg pakai koma 🤗 🔱 🤗 🔱 🤗 🔱 🤗 ini lah aku apa ada nya yak allah 🤗 🔱 🤗 🔱 🤗 🔱 🤗,5
"Tokopedia tolonglah kalo ada opsi buat COD boleh pilih ekspedisi lain ,ini di kasih ekspedisi JNE bener2 order dari tgl 5 ,tgl 6 terkirim sampai sekarang tanggal 11 paket belum sampai, alesannya penghuni tidak ada d tempat,pdhal di kirim ke kantor yg buka sampai jam 9 malam.Minta tolong ke Tokopedia care tdk ada solusi buat bantu follow up,dan JNE ini seperti menyepelekan nlp sambil ketawa2 tapi paket tidak di antarkan ,6 hari loh .Kalo marketplace lain ada kadaluwarsa kapan paket hrs d antarkan",2
APLIKASI YANG TIDAK MAJU SEMAKIN MUNDUR. YANG LAIN BISA FREEONGKIR INI ONGKIR MAKIN MAHAL KUALITAS KECEPATAN JASA KIRIM MAKIN LAMBAT. PEMBAYARAN RIBET,1
"Bebas ongkir sepuasnya, tapi tanpa promo, preeettt.....🥵👎👎. Apk gaje...",3
"ga lagi lagi pakai tokped, udah 2 kali katanya ""barang akan diantar ke pemesan"" udah excited nungguin, malah ga nyampe', mana nunggunya lama lagi di gudang, 2 hari bro, gak lagi' lah, benerin plis layanan pengirimannya",1
"Saya sangat suka menggunakan aplikasi Tokopedia! Berbelanja jadi jauh lebih mudah dan praktis. Pilihan produknya lengkap banget, mulai dari kebutuhan harian sampai barang unik semua ada. Harganya juga kompetitif, sering ada promo menarik dan cashback. Pengiriman cepat dan aman, apalagi kalau belanja dari toko-toko terpercaya dengan rating tinggi. Barang selalu sampai dalam kondisi baik dan sesuai deskripsi.",5
ok lah,5
cs di email gajawab. gajelas live chat pun tidak ada. gajelas,1
"Seller tidak ada respon sama sekali,pesanan sudah dua hari tidak ada perkembangan masih dalam proses solusi dari cs tokopedia hanya menunggu waktu sampai batas maksimal pesanan sampai setelah itu akan di refund karena barang belum sampai dan batal otomatis",2
"tarik saldo refund dipersusah, opsi tarik saldo selain lewat gopay cuma rekening dan saya gak punya rekening. mau lewat gopay tapi harus upgrade ke plus👎🏾(saya belum dapet KTP karna masih kurang 1 tahun lagi).",1
Customer service tidak berguna,1
tetap pertahankan jual barang2 unik yg gak ada dijual di online shop lain,5
goodluck,5
cs kok pake robot / computer? gimana cara melayani keluhan costumer kalo begitu. dsr kocak,1
gakenk pakek pedia gak ada promo nya,1
responnya lambat,1
"Pros: 1. UI paling nyaman, simpel, tanpa ""pengalihan isu"" yang seperti olshop lain 2. Ada filter buat barang bekas; penting buat yang cari barang second 3. Saya cowo, entah kenapa saya rasa Tokped lebih cocok buat user lanang Cons: 1. Filter pengecualian keyword ga ada lagi 2. Filter untuk detail jenis barang juga ngilang, misal celana warna apa, denim di kategori pria atau wanita 3. Filter pengurutan pencarian perlu difix, seperti yang terbaru dan harga terendah, hasil kurang relevan",4
Booos ..... Aplikasi Tokopedia kook ngak bisa di buka !!,5
"apa ini pengaduan gak direspos, pedagang gak respons, mau return gk bisa, melayang udah uang belanja,",1
"barang sering dikirim yang rusak, seller ga bertanggung jawab barang kurangnya ga dikirim. pengembalian dana susahnya minta ampun segala minta persetujuan toko yang ga bertanggung jawab padahal yang rugi customer. kurir juga gaada wa atau nomor yang bisa dihubungi padahal paketnya kurang, foto bukti juga bukan ditempat yang nerima padahal si penerima ada. pokonya aplikasi jelek mending pake apk sebelah, nyesel banget belanja di apk ini.",1
"semoga dengan apk ini,saya bisa terbantu segalanya tems,pemula",5
"bluder terbesar dalam sejarah, tokped gabung tiktok jadinya aplikasi sampah selamat tinggal tokped",1
"aku kira shope aplikasi lemot,ehh lebih lemot lagi Tokopedia lemot bngt mau tutup akun aja lemot bngt parah gara2 nautkan toko pedia dengan tiktok paylater gabisa digunakan lgi,mau di benerin malah lemot buang waktu lama bngt",5
mudah buat belanja apa aja.,5
baguss,5
bosskuu paket saya mn nihh,1
saya tidak pernah mendapatkan gratis ongkir terlalu Ribet dan PELIT BANGET .!!!!,1
"aplikasi penipu saya beli barang yg di kirim tidak sesuai, minta kembali uang , malah uang di alihkan ke rek orang lain kecewa dengan Tokopedia hilang uang 💰💰 yg Sudah q kirim buat beli",1
saya sebagai penjual merasa dirugikan dengan sistem retur tokopedia setelah dihubungkan ke tiktok. kami mengajukan banding karena barang yg dikembalikan segelnya sudah dirusak. dan barang yg kami kirim sudah sesuai tetapi kesalahan dari pihak cust karena tidak membaca deskripsi dan akhirnya unit yg dibeli tidak sesuai. tetapi yg dimenangkan tetap cust. padahal barang yg dikembalikan sudah dirusak segel. tetapi pihak tokped tetap memenangkan banding ke cust. sangat disayangkan.,1
semakin diupgrade semakin gak jelas dan seler tidak bisa upload poto disuruh pindah ketika tidak semua orang suka tiktok min.goodbye tokopedia,1
"pesan barang, tapi kirimnya lain yang di pesan",2
pengiriman sangat lama,1
mantap da elegl,5
bagus aplikasi nya,5
tidak bisa verifikasi/error.,1
lebi cepat dan mudah,5
"Saya rasa ini aplikasi gak akan bertahan lama, pasti akan tutup dengan sendirinya karena banyak penjual yg gak responsif/sudah tutup. banyak pedagang di chat gak ada respon. Dan saya CO Payment bayar lunas, dah 3 hari, statusnya masih di proses, nomor resi pengiriman belum muncul. semoga cepat tutup aplikasinya, biar gak bikin EMOSI pembeli/calon pembeli",1
"kecewa sama tokopedia sekarang, beli ditokped dikirim via tiktopshop. pengiriman lambat, komplain susah. gk bisa pilih jasa kirim. selamat tinggal tokopedia pelanggan setia lebih dari 10tahun udah muak sama intergrasi tiktop shop. lebih baik pindah shopee",1
"payah ini aplikasi, saya pesen barang dari hari Minggu sampai ketemu Minggu lagi belum juga di kirim. padah pengiriman dr jakarta ke jakarta juga. 👎",1
"Tokopedia sekarang beda dgn yg lama, sekarang Tokopedia lebih berorientasi ke seller, barang rusak yg sengaja di kirim seller harus tetap di tanggung buyer, percuma komplain. mereka lebih takut kehilangan seller daripada buyer. sudah waktunya pindah aplikasi",1
"pengirimannya jarang banget diupdate, beda bnget sm si oren yg selalu up to date.. paket jdi gatau smpe dimananya",1
"tolong dong Tokopedia,status dan lokasi paket yang dikirim lebih update udah sampai mana aj, dari dulu masalah ini gak pernah di baiki,status paket klaw gak stagnan ya gak tau udah sampai mana aj paket nya",3
"tokopedia care tidak bisa dihubungi, cuma ai yg langsung menutup ketika pilih bahasa, tolong di perbaiki. kemudian dalam 1 jam kurir terkena bug ganti kurir. mohon segera perbaiki. kita jadi tidak bisa cek resi.",2
sangatt baguss,5
"sangat membantu mkasih toko pedia,cuman saya paylter gopy gak d acc entah knp",5
bagus..,5
"Aplikasinya buruk, terganggu dengan menu pilihan",2
saya menghubungi tokoh udah 4 hari gak di balas .. sampai sekarang blom ada balasan terus sya batalkan pesanan .. dan blom ada respon sama sekali.. sampai sekarang,1
"kenapa sih ada penjual bohong dipesan dan dideskripsi barangnya normal setelah sampai malah error, mau diretur susah banget, kurir pickup nya kaga niat kerja apa bayarannya kurang jadi males ngambil paket - *",1
kualitas bagus,5
"Kenapa aplikasi tokped sekarang malah ada bug sama error yang malah bikin bingung pengguna/user, mulai dari multi kurir yang tiap di refresh malah berubah kurir pengirimnya dari IDX ke JNE ke Sicepat ke LILO balik lagi cycle nya. Fitur pop up juga yang harusnya semisal ada kesalahan malah muncul ""ExceptionNotFound database bla bla bla"" tolong untuk programmernya di perbaiki🥀💔",4
"aplikasi gak jelas selalu gagal pembayaran, padahal pin sudah benar, tapi tertera pin selalu salah. gak niat emang aplikasi ini",1
"perasaan produk yang sudah dibeli sudah di review, eh masa ada notifikasi merah ada satu yang belum di review. aplikasi segede ini masih punya bug notifikasi. parah developer nya, pecatin aja itu gak teliti.",1
potongan penjual makin ndak ngotak.....busset dah,1
setelah tau shope produk sgpur lngsung beralih ke toko pedia... karna saya sangat cinta produk lokal.. berharap lebih baik dari negara mna pun,5
keren bgt ni Tokopedia top markotop,5
cukup baik,5
sangat memuaskan,5
saya suka!,5
good,5
"Payah Sealer nya kalo di chat ga respon,ga kaya di shopee.",2
Semoga amanah terus,5
manyap,5
mantap,5
Diprosesnya lama dan sering di refun,4
jos,5
good,5
"sering minta di Update, heran saya mah..🤦",5
Sekarang D Tokped . PENJUAL nya pada Lambat2 Proses Pesanan Dan Ngirimin pesanan nya. TIDAK FASTRESPON. kaya Dulu,3
toko pedia bagus cuma kadang pengiriman nya suka lambat,5
good,5
"Beberapa pakai Tokopedia saya kasih ★5. tapi semenjak coba fitur someday yang kurirnya #AnterAja paket saya nyasar, kurir di chat slow respon. mantab besok saya pindah ke Blibli dan tidak mau menggunakan Tokopedia lagi. ★1 untuk Tokopedia 👍",1
selama ini sy suka belanja di Tokopedia,5
"Toped yg sekarang tdk profesional, batal otomatis yg sdh ditentukan malah diperpanjang",2
KEBANYAKAN SELLER PINDAH KE TOCO DAN SHOPE KARENA DI TOPED TIKTOK TIDAK BISA JUAL BARANG BEKAS DAN KEBIJAKANYA MEREPOTKAN.,1
oke,5
"Wah parah ini aplikasi tokopedia, udah transaksi bayar pakai OVO tapi sistem gagal dan saldo hilang. di keteraangan transaksi pun gak ada notif apa2.",1
mantap berguna,5
mantap tambahin promo nya,5
"Percuma lah, adain sameday tp dah lewat wktu, mana skrg sameday ga bsa pilih layanan, ujug2 Kurir ANTER AJA, dah dua hari ini barang blm tiba, hadeuh.... WASTING MY TIME",1
kok sekarang jadi lemot banget yah? misal chat udah kebaca masih aja nongol notif nya,4
"penyelesaian masalah untuk customer bnr² ampasss, ketemu panjual penipu👍🏻👍🏻👍🏻👍🏻",1
mantap...si oren gk bisa bayar pake Dana 🤣,5
sangat membantu dan ok,5
